h_bkg_full_model	h_bkg_Kr85	h_bkg_Pb212	h_bkg_Pb214	h_bkg_SolarER	h_bkg_Xe125	h_bkg_Xe127	h_bkg_Xe129m	h_bkg_Xe131m	h_bkg_Xe133	h_bkg_Xe136	bins	
96.763245	0.79872316	2.475368	55.679234	0.06721656	0.0025138697	2.42775	0.0	0.0	0.0	35.312443	438.0	
97.24971	0.81897837	2.4685252	55.77137	0.07010085	0.0025138697	0.773687	0.0	0.0	0.0	37.34454	440.0	
96.80553	0.81083447	2.353339	57.583324	0.076308355	0.021367893	0.22614935	0.0	0.0	0.0	35.7342	442.0	
93.34484	0.77721506	2.3596113	54.174393	0.07066517	0.033937242	0.06063092	0.0	0.0	0.0	35.868393	444.0	
93.89664	0.78702945	2.2130623	54.773254	0.06746737	0.07667302	0.014909454	0.0	0.0	0.0	35.96425	446.0	
95.98291	0.78180903	2.152618	56.56986	0.06916033	0.09678398	0.0033627767	0.0	0.0	0.0	36.309322	448.0	
96.94496	0.7801385	2.145775	56.37023	0.07072788	0.1370059	0.0006956697	0.0	0.0	0.0	37.44039	450.0	
94.69127	0.78160024	2.0762072	55.802082	0.07173111	0.2061373	0.00013200087	0.0	0.0	0.0	35.753372	452.0	
92.925446	0.7799297	1.9729955	53.59088	0.06489659	0.20739424	2.2973085e-05	0.0	0.0	0.0	36.309322	454.0	
94.91464	0.72584623	1.9325093	53.944054	0.072358124	0.26269937	3.6671663e-06	0.0	0.0	0.0	37.977173	456.0	
95.8658	0.7316931	1.8338594	55.157146	0.06477118	0.2928658	5.369213e-07	0.0	0.0	0.0	37.785465	458.0	
94.277565	0.7425515	1.8908824	53.729076	0.07053977	0.28909498	7.2103994e-08	0.0	0.0	0.0	37.555416	460.0	
96.609886	0.74547493	1.7420524	55.802082	0.071605705	0.27149794	8.8813055e-09	0.0	0.0	0.0	37.977173	462.0	
94.33311	0.7110202	1.7323586	53.636948	0.06633873	0.24761616	1.0033745e-09	0.0	0.0	0.0	37.938828	464.0	
94.73872	0.7070527	1.6422622	52.65419	0.06602523	0.23504682	1.03972386e-10	0.0	0.0	0.0	39.434147	466.0	
93.62656	0.6987001	1.5829583	53.11486	0.07028896	0.16340153	9.8819295e-12	0.0	0.0	0.0	37.99634	468.0	
95.47479	0.70120585	1.5304971	54.573635	0.06753007	0.16465847	8.614582e-13	0.0	0.0	0.0	38.43727	470.0	
94.84616	0.6878416	1.4774657	54.220455	0.06715386	0.18602635	6.888036e-14	0.0	0.0	0.0	38.207222	472.0	
92.68933	0.6792801	1.4495244	52.00926	0.07129219	0.27275485	5.051558e-15	0.0	0.0	0.0	38.207222	474.0	
95.82166	0.68053305	1.3594282	53.636948	0.06953654	0.4110177	3.3980053e-16	0.0	0.0	0.0	39.664196	476.0	
95.138565	0.65965134	1.3537258	52.792393	0.067780875	0.6008149	2.0964836e-17	0.0	0.0	0.0	39.664196	478.0	
96.639786	0.6410667	1.2995541	54.420082	0.06627603	0.8936807	1.1863905e-18	0.0	0.0	0.0	39.319122	480.0	
92.98135	0.64566064	1.2516546	51.226128	0.06815709	1.1991158	6.157899e-20	0.0	0.0	0.0	38.590633	482.0	
94.79588	0.67301565	1.1444515	53.45268	0.071354896	1.4580444	2.93161e-21	0.0	0.0	0.0	37.99634	484.0	
95.274734	0.6208115	1.143311	51.840343	0.069411136	1.6490984	1.2801139e-22	0.0	0.0	0.0	39.951756	486.0	
95.94476	0.61141473	1.0726025	53.636948	0.067279264	1.6591539	5.1269577e-24	0.0	0.0	0.0	38.897366	488.0	
94.73331	0.5986769	0.9967619	52.28566	0.070038155	1.6164181	1.8833872e-25	0.0	0.0	0.0	39.165756	490.0	
93.45599	0.6178881	0.9602672	51.425747	0.0684079	1.524662	6.3458275e-27	0.0	0.0	0.0	38.859024	492.0	
93.55517	0.63146114	0.9186404	50.181946	0.070414364	1.2066574	1.9611266e-28	0.0	0.0	0.0	40.546047	494.0	
92.83751	0.6011827	0.8661793	52.469925	0.06771818	0.97035366	5.5589365e-30	0.0	0.0	0.0	37.86215	496.0	
91.338524	0.5905331	0.85876626	50.043747	0.062576614	0.693828	1.4452621e-31	0.0	0.0	0.0	39.089073	498.0	
95.905914	0.57320136	0.8245524	52.76168	0.06658954	0.443698	3.4464356e-33	0.0	0.0	0.0	41.23619	500.0	
92.03871	0.5602547	0.75498444	50.596546	0.065837115	0.26269937	7.5381084e-35	0.0	0.0	0.0	39.79839	502.0	
92.31862	0.5846862	0.6916889	50.166588	0.06909762	0.16465847	1.5122105e-36	0.0	0.0	0.0	40.6419	504.0	
90.80672	0.5477257	0.67743313	50.043747	0.06564901	0.095527045	2.7807725e-38	0.0	0.0	0.0	39.376633	506.0	
94.26204	0.5514844	0.6226911	51.118637	0.06646414	0.033937242	4.81518e-40	0.0	0.0	0.0	41.868824	508.0	
91.17137	0.5347791	0.5941796	50.243366	0.06477118	0.012569348	0.0	0.0	0.0	0.0	39.721706	510.0	
92.641266	0.543967	0.5411482	49.6445	0.06985005	0.011312413	0.0	0.0	0.0	0.0	41.830486	512.0	
90.570145	0.5333174	0.4955298	49.59844	0.06652684	0.0012569348	0.0	0.0	0.0	0.0	39.875072	514.0	
90.25857	0.5082594	0.47899315	48.6771	0.06734197	0.0	0.0	0.0	0.0	0.0	40.526875	516.0	
91.86595	0.5159856	0.46359694	49.736633	0.066903055	0.0	0.0	0.0	0.0	0.0	41.08283	518.0	
89.695404	0.4892571	0.41284645	48.21644	0.06916033	0.0	0.0	0.0	0.0	0.0	40.507706	520.0	
91.192474	0.49238935	0.38376474	48.400703	0.06596252	0.0	0.0	0.0	0.0	0.0	41.849655	522.0	
91.37165	0.49656567	0.35183185	48.56961	0.06564901	0.0	0.0	0.0	0.0	0.0	41.887997	524.0	
91.13864	0.47777218	0.34384862	48.56961	0.07028896	0.0	0.0	0.0	0.0	0.0	41.67712	526.0	
92.37565	0.46733135	0.30393255	50.4737	0.067028455	0.0	0.0	0.0	0.0	0.0	41.063656	528.0	
87.52114	0.4589787	0.27770197	47.801834	0.066087924	0.0	0.0	0.0	0.0	0.0	38.91654	530.0	
92.09417	0.44728497	0.25489277	49.39881	0.06684035	0.0	0.0	0.0	0.0	0.0	41.92634	532.0	
91.2619	0.41909474	0.22581105	48.431416	0.06753007	0.0	0.0	0.0	0.0	0.0	42.118046	534.0	
91.16407	0.4410205	0.20813392	49.137768	0.064269565	0.0	0.0	0.0	0.0	0.0	41.312878	536.0	
90.98888	0.44853786	0.18646519	48.32392	0.0652728	0.0	0.0	0.0	0.0	0.0	41.96468	538.0	
91.15892	0.42515042	0.15624298	48.89208	0.065837115	0.0	0.0	0.0	0.0	0.0	41.619606	540.0	
92.72204	0.40259823	0.14084679	48.462124	0.06477118	0.0	0.0	0.0	0.0	0.0	43.6517	542.0	
91.05826	0.41533604	0.1277315	46.358414	0.064144164	0.0	0.0	0.0	0.0	0.0	44.09263	544.0	
89.897156	0.38881636	0.094658166	46.941925	0.06615063	0.0	0.0	0.0	0.0	0.0	42.405605	546.0	
91.63353	0.38234305	0.09636886	47.34117	0.066087924	0.0	0.0	0.0	0.0	0.0	43.747555	548.0	
88.46026	0.37044048	0.071848966	46.158794	0.067028455	0.0	0.0	0.0	0.0	0.0	41.792145	550.0	
91.3784	0.35832915	0.055312302	46.803726	0.06715386	0.0012569348	0.0	0.0	0.0	0.0	44.09263	552.0	
91.10837	0.35498807	0.05189092	46.619457	0.066087924	0.0	0.0	0.0	0.0	0.0	44.01594	554.0	
88.19537	0.35916442	0.04333747	45.12997	0.06558631	0.0	0.0	0.0	0.0	0.0	42.597313	556.0	
90.25117	0.35018528	0.034784026	45.744194	0.06771818	0.0	0.0	0.0	0.0	0.0	44.054287	558.0	
88.2431	0.34245908	0.025090117	45.559925	0.06339174	0.0	0.0	0.0	0.0	0.0	42.25224	560.0	
89.93341	0.33828276	0.014255747	45.114613	0.066903055	0.0	0.0	0.0	0.0	0.0	44.399357	562.0	
89.28751	0.3261714	0.0125450585	45.40637	0.06326634	0.0	0.0	0.0	0.0	0.0	43.479164	564.0	
89.703514	0.31510413	0.0096939085	45.29888	0.063893355	0.0	0.0	0.0	0.0	0.0	44.01594	566.0	
90.44179	0.30863082	0.009123678	45.391014	0.0652728	0.0	0.0	0.0	0.0	0.0	44.66775	568.0	
90.505424	0.2998605	0.005132069	45.16068	0.0652728	0.0	0.0	0.0	0.0	0.0	44.97448	570.0	
88.441696	0.303828	0.0022809196	45.053192	0.06332904	0.0	0.0	0.0	0.0	0.0	43.01907	572.0	
90.37364	0.28503457	0.0011404598	45.29888	0.06332904	0.0	0.0	0.0	0.0	0.0	44.725258	574.0	
90.03554	0.2691645	0.0011404598	44.761436	0.067655474	0.0	0.0	0.0	0.0	0.0	44.93614	576.0	
89.98725	0.2768907	0.0	44.500393	0.062952824	0.0	0.0	0.0	0.0	0.0	45.147015	578.0	
87.96472	0.25099745	0.0	43.594414	0.06502199	0.0	0.0	0.0	0.0	0.0	44.054287	580.0	
89.7684	0.24327125	0.0	44.408257	0.065711714	0.0	0.0	0.0	0.0	0.0	45.051163	582.0	
88.2464	0.24306242	0.0	43.271946	0.06364255	0.0	0.0	0.0	0.0	0.0	44.66775	584.0	
87.10843	0.23283042	0.0	41.797813	0.06495929	0.0	0.0	0.0	0.0	0.0	45.01282	586.0	
88.183685	0.22969817	0.0	42.719147	0.06865871	0.0	0.0	0.0	0.0	0.0	45.166187	588.0	
90.24983	0.22030142	0.0	44.147213	0.06433227	0.0	0.0	0.0	0.0	0.0	45.81799	590.0	
88.52405	0.22406012	0.0	41.936016	0.06671494	0.0	0.0	0.0	0.0	0.0	46.29726	592.0	
88.22569	0.21257521	0.0	42.84199	0.06245121	0.0	0.0	0.0	0.0	0.0	45.108673	594.0	
87.34274	0.19482581	0.0	41.628902	0.0652728	0.0	0.0	0.0	0.0	0.0	45.453747	596.0	
88.96391	0.20046385	0.0	41.59819	0.062827416	0.0	0.0	0.0	0.0	0.0	47.10243	598.0	
86.778336	0.18605551	0.0	41.92066	0.061385278	0.0	0.0	0.0	0.0	0.0	44.610237	600.0	
88.2283	0.18396735	0.0	41.245014	0.061134465	0.0	0.0	0.0	0.0	0.0	46.738186	602.0	
88.99756	0.1668444	0.0	41.70568	0.06094636	0.0	0.0	0.0	0.0	0.0	47.064087	604.0	
87.28699	0.16162398	0.0	41.168236	0.06245121	0.0	0.0	0.0	0.0	0.0	45.894676	606.0	
89.77423	0.15870056	0.0	41.413925	0.06395605	0.0	0.0	0.0	0.0	0.0	48.137646	608.0	
87.71158	0.1568212	0.0	41.59819	0.06188689	0.0	0.0	0.0	0.0	0.0	45.894676	610.0	
89.474	0.15201841	0.0	42.05886	0.06483389	0.0	0.0	0.0	0.0	0.0	47.198284	612.0	
85.34404	0.14053352	0.0	39.632683	0.059566915	0.0	0.0	0.0	0.0	0.0	45.51126	614.0	
86.35617	0.12696044	0.0	38.450306	0.06301553	0.0	0.0	0.0	0.0	0.0	47.715893	616.0	
86.468	0.120278314	0.0	39.448414	0.0652728	0.0	0.0	0.0	0.0	0.0	46.83404	618.0	
86.8909	0.12466346	0.0	40.23155	0.06489659	0.0	0.0	0.0	0.0	0.0	46.469795	620.0	
86.86348	0.106496416	0.0	40.124058	0.067279264	0.0	0.0	0.0	0.0	0.0	46.565647	622.0	
87.501785	0.10211128	0.0	39.448414	0.062827416	0.0	0.0	0.0	0.0	0.0	47.888428	624.0	
84.83372	0.094593875	0.0	38.665283	0.064144164	0.0	0.0	0.0	0.0	0.0	46.009697	626.0	
85.22823	0.09647323	0.0	37.94357	0.06658954	0.0	0.0	0.0	0.0	0.0	47.1216	628.0	
85.00191	0.084988326	0.0	38.95704	0.0652101	0.0	0.0	0.0	0.0	0.0	45.894676	630.0	
87.567856	0.0770533	0.0	39.248795	0.06602523	0.0	0.0	0.0	0.0	0.0	48.175987	632.0	
84.63365	0.07893264	0.0	37.55968	0.06514739	0.0	0.0	0.0	0.0	0.0	46.929893	634.0	
85.16753	0.076218024	0.0	37.851437	0.060758255	0.0	0.0	0.0	0.0	0.0	47.17911	636.0	
85.177986	0.06535957	0.0	36.392662	0.06470848	0.0	0.0	0.0	0.0	0.0	48.655254	638.0	
84.3116	0.053248208	0.0	36.884037	0.06100906	0.0	0.0	0.0	0.0	0.0	47.313305	640.0	
82.786545	0.060974423	0.0	36.42337	0.06245121	0.0	0.0	0.0	0.0	0.0	46.239746	642.0	
84.781815	0.055545192	0.0	37.00688	0.06100906	0.0	0.0	0.0	0.0	0.0	47.65838	644.0	
84.02092	0.053039394	0.0	36.822617	0.062012292	0.0	0.0	0.0	0.0	0.0	47.083256	646.0	
85.07337	0.04510437	0.0	36.930103	0.056369115	0.0	0.0	0.0	0.0	0.0	48.041794	648.0	
82.103806	0.04197212	0.0	35.302418	0.059566915	0.0	0.0	0.0	0.0	0.0	46.699844	650.0	
82.54766	0.037586972	0.0	34.826393	0.06364255	0.0	0.0	0.0	0.0	0.0	47.620037	652.0	
84.23687	0.032575376	0.0	34.534637	0.0558675	0.0	0.0	0.0	0.0	0.0	49.613792	654.0	
84.2112	0.032784194	0.0	35.70166	0.051541056	0.0	0.0	0.0	0.0	0.0	48.42521	656.0	
83.40196	0.02756378	0.0	34.288948	0.046775706	0.0	0.0	0.0	0.0	0.0	49.03867	658.0	
82.25079	0.022552185	0.0	34.473217	0.03912606	0.0	0.0	0.0	0.0	0.0	47.715893	660.0	
82.02324	0.019628752	0.0	34.13539	0.0373077	0.0	0.0	0.0	0.0	0.0	47.830914	662.0	
82.85434	0.018793486	0.0	33.70544	0.03392179	0.0	0.0	0.0	0.0	0.0	49.096184	664.0	
81.7077	0.014825972	0.0	33.720795	0.026146742	0.0	0.0	0.0	0.0	0.0	47.94594	666.0	
82.16884	0.01378189	0.0	33.613304	0.020691667	0.0	0.0	0.0	0.0	0.0	48.52106	668.0	
79.585396	0.011902541	0.0	32.49235	0.017054949	0.0	0.0	0.0	0.0	0.0	47.064087	670.0	
82.07254	0.008352661	0.0	32.338795	0.015738206	0.0	0.0	0.0	0.0	0.0	49.70965	672.0	
82.77307	0.008143844	0.0	33.582596	0.009468004	0.0	0.0	0.0	0.0	0.0	49.172867	674.0	
80.80855	0.005220413	0.0	32.44628	0.0085274745	0.0	0.0	0.0	0.0	0.0	48.348526	676.0	
79.951645	0.0031322476	0.0	31.018217	0.006646414	0.0	0.0	0.0	0.0	0.0	48.923645	678.0	
81.3358	0.0025057981	0.0	32.615196	0.0053296713	0.0	0.0	0.0	0.0	0.0	48.71277	680.0	
78.35161	0.003341064	0.0	31.202482	0.0050161616	0.0	0.0	0.0	0.0	0.0	47.14077	682.0	
79.30001	0.0014617156	0.0	31.233194	0.004389141	0.0	0.0	0.0	0.0	0.0	48.060966	684.0	
77.82846	0.0010440826	0.0	30.511482	0.0026334848	0.0	0.0	0.0	0.0	0.0	47.313305	686.0	
79.92925	0.0002088165	0.0	30.465418	0.003197803	0.0	0.0	0.0	0.0	0.0	49.460426	688.0	
80.87721	0.000417633	0.0	30.89537	0.0033859091	0.0	0.0	0.0	0.0	0.0	49.978035	690.0	
79.89498	0.00062644953	0.0	30.373281	0.003135101	0.0	0.0	0.0	0.0	0.0	49.51794	692.0	
80.41991	0.0	0.0	30.649683	0.003072399	0.0	0.0	0.0	0.0	0.0	49.767155	694.0	
77.99399	0.0	0.0	28.684174	0.0027588885	0.0	0.0	0.0	0.0	0.0	49.30706	696.0	
78.42812	0.0002088165	0.0	28.714884	0.0033859091	0.0	0.0	0.0	0.0	0.0	49.70965	698.0	
79.56977	0.0	0.0	28.745594	0.0026334848	0.0	0.0	0.0	0.0	0.0	50.821545	700.0	
76.70066	0.0	0.0	28.10066	0.0022572726	0.0	0.0	0.0	0.0	0.0	48.597744	702.0	
77.36124	0.0	0.0	28.684174	0.0026334848	0.0	0.0	0.0	0.0	0.0	48.674427	704.0	
